btx_id,timestamp,major,minor,pos_id,deviceid,lat,lon,recvDate
19,1545202829238,1,19,33,40993,35.001436,137.003992,"2018-12-19 16:00:29+09"
19,1545202830236,1,19,33,40993,35.001436,137.003992,"2018-12-19 16:00:30+09"
19,1545202834216,1,19,33,40993,35.001436,137.003992,"2018-12-19 16:00:34+09"
19,1545202836176,1,19,33,40993,35.001436,137.003992,"2018-12-19 16:00:36+09"
19,1545202837126,1,19,33,40993,35.001436,137.003992,"2018-12-19 16:00:37+09"
19,1545202841152,1,19,33,40993,35.001436,137.003992,"2018-12-19 16:00:41+09"
19,1545202901090,1,19,34,40994,35.002192,137.003581,"2018-12-19 16:01:41+09"
19,1545202901296,1,19,34,40994,35.002192,137.003581,"2018-12-19 16:01:41+09"
19,1545202907090,1,19,34,40994,35.002192,137.003581,"2018-12-19 16:01:47+09"
19,1545202912096,1,19,34,40994,35.002192,137.003581,"2018-12-19 16:01:52+09"
19,1545202913184,1,19,34,40994,35.002192,137.003581,"2018-12-19 16:01:53+09"
19,1545202920407,1,19,73,41033,35.002155,137.003213,"2018-12-19 16:02:00+09"
19,1545202924116,1,19,73,41033,35.002155,137.003213,"2018-12-19 16:02:04+09"
19,1545202926282,1,19,73,41033,35.002155,137.003213,"2018-12-19 16:02:06+09"
19,1545202927329,1,19,73,41033,35.002155,137.003213,"2018-12-19 16:02:07+09"
19,1545202930092,1,19,73,41033,35.002155,137.003213,"2018-12-19 16:02:10+09"
19,1545202933610,1,19,73,41033,35.002155,137.003213,"2018-12-19 16:02:13+09"
19,1545202935151,1,19,73,41033,35.002155,137.003213,"2018-12-19 16:02:15+09"
19,1545202937196,1,19,73,41033,35.002155,137.003213,"2018-12-19 16:02:17+09"
19,1545202938512,1,19,73,41033,35.002155,137.003213,"2018-12-19 16:02:18+09"
19,1545202942356,1,19,73,41033,35.002155,137.003213,"2018-12-19 16:02:22+09"
19,1545202975089,1,19,74,41034,35.002108,137.002465,"2018-12-19 16:02:55+09"
19,1545202975096,1,19,74,41034,35.002108,137.002465,"2018-12-19 16:02:55+09"
19,1545202976436,1,19,74,41034,35.002108,137.002465,"2018-12-19 16:02:56+09"
19,1545202978053,1,19,74,41034,35.002108,137.002465,"2018-12-19 16:02:58+09"
19,1545202978196,1,19,74,41034,35.002108,137.002465,"2018-12-19 16:02:58+09"
19,1545202981356,1,19,74,41034,35.002108,137.002465,"2018-12-19 16:03:01+09"
19,1545202983156,1,19,74,41034,35.002108,137.002465,"2018-12-19 16:03:03+09"
19,1545202984277,1,19,74,41034,35.002108,137.002465,"2018-12-19 16:03:04+09"
19,1545202986196,1,19,74,41034,35.002108,137.002465,"2018-12-19 16:03:06+09"
19,1545203017398,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:37+09"
19,1545203018050,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:38+09"
19,1545203023117,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:43+09"
19,1545203024097,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:44+09"
19,1545203025330,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:45+09"
19,1545203027177,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:47+09"
19,1545203029116,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:49+09"
19,1545203032558,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:52+09"
19,1545203034053,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:54+09"
19,1545203034177,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:54+09"
19,1545203035217,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:55+09"
19,1545203037350,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:57+09"
19,1545203039214,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:03:59+09"
19,1545203041157,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:04:01+09"
19,1545203045172,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:04:05+09"
19,1545203047136,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:04:07+09"
19,1545203050117,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:04:10+09"
19,1545203050553,1,19,79,41039,35.002661,137.002543,"2018-12-19 16:04:10+09"
19,1545203064283,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:24+09"
19,1545203064566,1,19,82,41042,35.003102,137.00259,"2018-12-19 16:04:24+09"
